adress_id,bezeichnung,latitude,longitude,service_id,service_kfz_parkplaetze_fuer_behinderte,service_hilfen_fuer_gehbehinderte,service_hilfen_fuer_sehbehinderte,service_hilfen_fuer_gehoerlose_und_schwerhoerige_menschen,service_bezeichnung,service_anzeigename,service_beschreibung,service_kurzbeschreibung,besondere_angebote,sonstige_angebote,altersgruppe,weitere_informationen,
1059021,"Spielplatz ""Am Durchblick, zur Sarasatestr.""",48.16158970808685,11.47319969310596,1059022,Nein,Nein,Nein,Nein,"Spielplatz ""Am Durchblick, zur Sarasatestr.""","Spielplatz ""Am Durchblick, zur Sarasatestr.""",,,"Rodelhügel
Streetball
Bolzplatz",Tischtennis,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059023,"Spielplatz ""Freihamer Weg Ecke Hörweg""",48.15168641655478,11.408118075684886,1059024,Nein,Nein,Nein,Nein,"Spielplatz ""Freihamer Weg Ecke Hörweg""","Spielplatz ""Freihamer Weg Ecke Hörweg""",,,Bolzplatz,,"Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059025,"Spielplatz ""Kunreuthstr., nördl. Wiesentfelser Str.""",48.14747108660228,11.410370438587922,1059026,Nein,Nein,Nein,Nein,"Spielplatz ""Kunreuthstr., nördl. Wiesentfelser Str.""","Spielplatz ""Kunreuthstr., nördl. Wiesentfelser Str.""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059027,"Spielplatz ""Wiesentfelser Str.""",48.14539038196705,11.411496172571754,1059028,Nein,Nein,Nein,Nein,"Spielplatz ""Wiesentfelser Str.""","Spielplatz ""Wiesentfelser Str.""",,,"Bolzplatz
Rodelhügel
Skateanlage
Sommerstockbahn
Streetball",,"Kleinkinder
Schulkinder
Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059029,"Spielplatz ""Kastelburgstr. ggü. Hausnr. 103""",48.158015488326,11.420035107389571,1059030,Nein,Nein,Nein,Nein,"Spielplatz ""Kastelburgstr. ggü. Hausnr. 103""","Spielplatz ""Kastelburgstr. ggü. Hausnr. 103""",,,Streetball,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059031,"Spielplatz ""Oswaldweg südl. Kastelburg Str.""",48.158945278646954,11.427914897369792,1059032,Nein,Nein,Nein,Nein,"Spielplatz ""Oswaldweg südl. Kastelburg Str.""","Spielplatz ""Oswaldweg südl. Kastelburg Str.""",,,Bolzplatz,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059033,"Spielplatz ""Sponeckplatz""",48.15689531967477,11.433475408956731,1059034,Nein,Nein,Nein,Nein,"Spielplatz ""Sponeckplatz""","Spielplatz ""Sponeckplatz""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059035,"Spielplatz ""Rothenfelser Str. neben Nr. 18""",48.151252421969936,11.41646909086398,1059036,Nein,Nein,Nein,Nein,"Spielplatz ""Rothenfelser Str. neben Nr. 18""","Spielplatz ""Rothenfelser Str. neben Nr. 18""",,,"Bolzplatz
Streetball",,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059037,"Spielplatz ""Altenburgstr. Ecke Zwernitzer Str.""",48.14886344211462,11.422463077398252,1059038,Nein,Nein,Nein,Nein,"Spielplatz ""Altenburgstr. Ecke Zwernitzer Str.""","Spielplatz ""Altenburgstr. Ecke Zwernitzer Str.""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059039,"Spielplatz ""Aufsesser Platz""",48.14279475276593,11.41747860356268,1059040,Nein,Nein,Nein,Nein,"Spielplatz ""Aufsesser Platz""","Spielplatz ""Aufsesser Platz""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059041,"Spielplatz ""Mainauanlage Sipplinger Str., Freizeitpark""",48.14657569899652,11.432621297940559,1059042,Nein,Nein,Nein,Nein,"Spielplatz ""Mainauanlage Sipplinger Str., Freizeitpark""","Spielplatz ""Mainauanlage Sipplinger Str., Freizeitpark""",,,"Bodenschach
Bolzplatz
Rodelhügel
Sommerstockbahn
Streetball",,"Kleinkinder
Schulkinder
Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059043,"Spielplatz ""Am Ramses, Radolfzeller Str. (nördlich Reichenaustr.)""",48.1479956358837,11.43607287561446,1059044,Nein,Nein,Nein,Nein,"Spielplatz ""Am Ramses, Radolfzeller Str. (nördlich Reichenaustr.)""","Spielplatz ""Am Ramses, Radolfzeller Str. (nördlich Reichenaustr.)""",,,,Tischtennis,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059045,"Spielplatz ""Schirmerweg, Höhe Kornberger Weg""",48.15411856586034,11.458209400644234,1059046,Nein,Nein,Nein,Nein,"Spielplatz ""Schirmerweg, Höhe Kornberger Weg""","Spielplatz ""Schirmerweg, Höhe Kornberger Weg""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059047,"Spielplatz ""Landshoffstr., zw. Nr. 24  und Marsopstr.""",48.15756172985402,11.473429060787801,1059048,Nein,Nein,Nein,Nein,"Spielplatz ""Landshoffstr., zw. Nr. 24  und Marsopstr.""","Spielplatz ""Landshoffstr., zw. Nr. 24  und Marsopstr.""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059049,"Spielplatz ""Von-Frays-Str., Ecke Bärmannstr., Dr.-Böttcher-Str.""",48.15597074299537,11.475582421282652,1059050,Nein,Nein,Nein,Nein,"Spielplatz ""Von-Frays-Str., Ecke Bärmannstr., Dr.-Böttcher-Str.""","Spielplatz ""Von-Frays-Str., Ecke Bärmannstr., Dr.-Böttcher-Str.""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059051,"Spielplatz ""Radeckestr., Ecke Puccinistr.""",48.1523485917961,11.472124903953025,1059052,Nein,Nein,Nein,Nein,"Spielplatz ""Radeckestr., Ecke Puccinistr.""","Spielplatz ""Radeckestr., Ecke Puccinistr.""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059053,"Spielplatz ""Georg-Deschler-Platz""",48.148528304941095,11.468629596999007,1059054,Nein,Nein,Nein,Nein,"Spielplatz ""Georg-Deschler-Platz""","Spielplatz ""Georg-Deschler-Platz""",,,Streetball,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059055,"Spielplatz ""Manzingerweg, westlich""",48.14796087278894,11.456889946213963,1059056,Nein,Nein,Nein,Nein,"Spielplatz ""Manzingerweg, westlich""","Spielplatz ""Manzingerweg, westlich""",,,"Bodenschach
Streetball",,"Kleinkinder
Schulkinder
Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059057,"Spielplatz ""Pasinger Stadtpark, westl. Hugo-Fey-Weg""",48.140387258268206,11.45473923663683,1059058,Nein,Nein,Nein,Nein,"Spielplatz ""Pasinger Stadtpark, westl. Hugo-Fey-Weg""","Spielplatz ""Pasinger Stadtpark, westl. Hugo-Fey-Weg""",,,"Rodelhügel
Sommerstockbahn
Streetball",,"Kleinkinder
Schulkinder
Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059059,"Spielplatz ""Ebenböckstr. 11, neben dem Schlössl""",48.145877228495685,11.463241318070253,1059060,Nein,Nein,Nein,Nein,"Spielplatz ""Ebenböckstr. 11, neben dem Schlössl""","Spielplatz ""Ebenböckstr. 11, neben dem Schlössl""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059061,"Spielplatz ""Schererplatz, östl. Kirche""",48.14445420994822,11.462799250243975,1059062,Nein,Nein,Nein,Nein,"Spielplatz ""Schererplatz, östl. Kirche""","Spielplatz ""Schererplatz, östl. Kirche""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059063,"Spielplatz ""Otto-Engl-Platz""",48.14206327528383,11.463079476729636,1059064,Nein,Nein,Nein,Nein,"Spielplatz ""Otto-Engl-Platz""","Spielplatz ""Otto-Engl-Platz""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059065,"Spielplatz ""Pasinger Stadtpark, Gräfelfing, Paul-Diehl-Park """,48.13318748403845,11.44614984642911,1059066,Nein,Nein,Nein,Nein,"Spielplatz ""Pasinger Stadtpark, Gräfelfing, Paul-Diehl-Park ""","Spielplatz ""Pasinger Stadtpark, Gräfelfing, Paul-Diehl-Park """,,,Bolzplatz,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059067,"Spielplatz ""Anton-Pichler-Str., zw. Nr. 14 und 16""",48.144377644413396,11.467610799609329,1059068,Nein,Nein,Nein,Nein,"Spielplatz ""Anton-Pichler-Str., zw. Nr. 14 und 16""","Spielplatz ""Anton-Pichler-Str., zw. Nr. 14 und 16""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059069,"Spielplatz ""Benedikterstr.""",48.141128275939685,11.468961186926938,1059070,Nein,Nein,Nein,Nein,"Spielplatz ""Benedikterstr.""","Spielplatz ""Benedikterstr.""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059071,"Spielplatz ""Schusterwolfstr.""",48.13837685086004,11.463265671802699,1059072,Nein,Nein,Nein,Nein,"Spielplatz ""Schusterwolfstr.""","Spielplatz ""Schusterwolfstr.""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059073,"Spielplatz ""Silberdistelstr., südl. der Schule Weinberger Str.""",48.13807416518677,11.471706761309886,1059074,Nein,Nein,Nein,Nein,"Spielplatz ""Silberdistelstr., südl. der Schule Weinberger Str.""","Spielplatz ""Silberdistelstr., südl. der Schule Weinberger Str.""",,,Bolzplatz,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059075,"Spielplatz ""Perlschneiderstr., hinter Nr. 13""",48.1386476954875,11.467360940854181,1059076,Nein,Nein,Nein,Nein,"Spielplatz ""Perlschneiderstr., hinter Nr. 13""","Spielplatz ""Perlschneiderstr., hinter Nr. 13""",,,,,Schulkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059077,"Spielplatz ""Perlschneiderstr., hinter Nr. 51""",48.13577489933355,11.464582578648011,1059078,Nein,Nein,Nein,Nein,"Spielplatz ""Perlschneiderstr., hinter Nr. 51""","Spielplatz ""Perlschneiderstr., hinter Nr. 51""",,,,,Schulkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059079,"Spielplatz ""Kremser Str.""",48.144494330482075,11.479354302663864,1059080,Nein,Nein,Nein,Nein,"Spielplatz ""Kremser Str.""","Spielplatz ""Kremser Str.""",,,"Rodelhügel
Streetball",,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059081,"Spielplatz ""Steiermarkstr. Ecke Salzburger Str.""",48.143704336066676,11.483662337908061,1059082,Nein,Nein,Nein,Nein,"Spielplatz ""Steiermarkstr. Ecke Salzburger Str.""","Spielplatz ""Steiermarkstr. Ecke Salzburger Str.""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059083,"Spielplatz ""Fischer-von-Erlach-Str., östl. Sportanlage""",48.140913232748574,11.480962595356166,1059084,Nein,Nein,Nein,Nein,"Spielplatz ""Fischer-von-Erlach-Str., östl. Sportanlage""","Spielplatz ""Fischer-von-Erlach-Str., östl. Sportanlage""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059085,"Spielplatz ""Pronner Platz""",48.14344597240196,11.496390336942888,1059086,Nein,Nein,Nein,Nein,"Spielplatz ""Pronner Platz""","Spielplatz ""Pronner Platz""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059087,"Spielplatz ""Agricolaplatz""",48.141948087815926,11.493206914200968,1059088,Nein,Nein,Nein,Nein,"Spielplatz ""Agricolaplatz""","Spielplatz ""Agricolaplatz""",,,Rodelhügel,Tischtennis,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059089,"Spielplatz ""Von-der-Pfordten-Str., Ecke Valpichler Str.""",48.137535743014766,11.496031552532417,1059090,Nein,Nein,Nein,Nein,"Spielplatz ""Von-der-Pfordten-Str., Ecke Valpichler Str.""","Spielplatz ""Von-der-Pfordten-Str., Ecke Valpichler Str.""",,,"Bolzplatz
Skateanlage",,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059091,"Spielplatz ""Fröbelplatz""",48.13904967195839,11.507115264384936,1059092,Nein,Nein,Nein,Nein,"Spielplatz ""Fröbelplatz""","Spielplatz ""Fröbelplatz""",,,,,"Kleinkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059093,"Spielplatz ""Hogenbergplatz""",48.136813455835984,11.507848742721762,1059094,Nein,Nein,Nein,Nein,"Spielplatz ""Hogenbergplatz""","Spielplatz ""Hogenbergplatz""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059095,"Spielplatz ""Siglstr. 17""",48.136807036000754,11.514808582914403,1059096,Nein,Nein,Nein,Nein,"Spielplatz ""Siglstr. 17""","Spielplatz ""Siglstr. 17""",,,,,"Kleinkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059097,"Spielplatz ""Burgerplatz""",48.136049469921964,11.51644142729145,1059098,Nein,Nein,Nein,Nein,"Spielplatz ""Burgerplatz""","Spielplatz ""Burgerplatz""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059099,"Spielplatz ""Burgkmairstr., westl. Kiem-Pauli-Weg""",48.13416054508843,11.512106143915773,1059100,Nein,Nein,Nein,Nein,"Spielplatz ""Burgkmairstr., westl. Kiem-Pauli-Weg""","Spielplatz ""Burgkmairstr., westl. Kiem-Pauli-Weg""",,,Rodelhügel,,"Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059101,"Spielplatz ""Laimer Platz im westl. Teil""",48.13523346324303,11.498096245479767,1059102,Nein,Nein,Nein,Nein,"Spielplatz ""Laimer Platz im westl. Teil""","Spielplatz ""Laimer Platz im westl. Teil""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059103,"Spielplatz ""Agricolastr. (103 a) ggü. Nr. 106""",48.13132048713234,11.489724371539157,1059104,Nein,Nein,Nein,Nein,"Spielplatz ""Agricolastr. (103 a) ggü. Nr. 106""","Spielplatz ""Agricolastr. (103 a) ggü. Nr. 106""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059105,"Spielplatz ""Willibaldstr., Ecke Senftenauer Str.""",48.13074603114803,11.481924732737395,1059106,Nein,Nein,Nein,Nein,"Spielplatz ""Willibaldstr., Ecke Senftenauer Str.""","Spielplatz ""Willibaldstr., Ecke Senftenauer Str.""",,,"Bolzplatz
Sommerstockbahn
Streetball",,"Kleinkinder
Schulkinder
Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059107,"Spielplatz ""Veilchenstr., Ecke Krokusstr.""",48.12607066474101,11.480198532087362,1059108,Nein,Nein,Nein,Nein,"Spielplatz ""Veilchenstr., Ecke Krokusstr.""","Spielplatz ""Veilchenstr., Ecke Krokusstr.""",,,Bolzplatz,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059109,"Spielplatz ""Joergplatz""",48.12748528053806,11.499044823913113,1059110,Nein,Nein,Nein,Nein,"Spielplatz ""Joergplatz""","Spielplatz ""Joergplatz""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059111,"Spielplatz ""Ida-Schumacher-Weg, südl. Schule""",48.126440102183636,11.494487699104155,1059112,Nein,Nein,Nein,Nein,"Spielplatz ""Ida-Schumacher-Weg, südl. Schule""","Spielplatz ""Ida-Schumacher-Weg, südl. Schule""",,,Skateanlage,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059113,"Spielplatz ""Weißenfelderplatz Mitte""",48.12943282254434,11.512768831291554,1059114,Nein,Nein,Nein,Nein,"Spielplatz ""Weißenfelderplatz Mitte""","Spielplatz ""Weißenfelderplatz Mitte""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059115,"Spielplatz ""Käthe-Bauer-Weg, Kärntner Platz""",48.12724630136852,11.504084660608642,1059116,Nein,Nein,Nein,Nein,"Spielplatz ""Käthe-Bauer-Weg, Kärntner Platz""","Spielplatz ""Käthe-Bauer-Weg, Kärntner Platz""",,,Rodelhügel,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059117,"Spielplatz ""Pfrontener Platz nördlich, zur Grüntenstr.     """,48.126812310052166,11.516219066876664,1059118,Nein,Nein,Nein,Nein,"Spielplatz ""Pfrontener Platz nördlich, zur Grüntenstr.     ""","Spielplatz ""Pfrontener Platz nördlich, zur Grüntenstr.     """,,,,Tischtennis,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059119,"Spielplatz ""Pfrontener Platz südlich, zur Nebelhornstr. """,48.12543456454238,11.515802135904188,1059120,Nein,Nein,Nein,Nein,"Spielplatz ""Pfrontener Platz südlich, zur Nebelhornstr. ""","Spielplatz ""Pfrontener Platz südlich, zur Nebelhornstr. """,,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059121,"Spielplatz ""Wastl-Witt-Str., nördl. Terofalstr.""",48.12649483456823,11.47261794111069,1059122,Nein,Nein,Nein,Nein,"Spielplatz ""Wastl-Witt-Str., nördl. Terofalstr.""","Spielplatz ""Wastl-Witt-Str., nördl. Terofalstr.""",,,Bolzplatz,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059123,"Spielplatz ""Gelbhofstr.""",48.123156814773694,11.474263949175477,1059124,Nein,Nein,Nein,Nein,"Spielplatz ""Gelbhofstr.""","Spielplatz ""Gelbhofstr.""",,,Bolzplatz,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059125,"Spielplatz ""Gräfelfinger Str.""",48.11885497322683,11.465805844771422,1059126,Nein,Nein,Nein,Nein,"Spielplatz ""Gräfelfinger Str.""","Spielplatz ""Gräfelfinger Str.""",,,Sommerstockbahn,,"Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059127,"Spielplatz ""Großhaderner Str.""",48.122117573995325,11.483085961204685,1059128,Nein,Nein,Nein,Nein,"Spielplatz ""Großhaderner Str.""","Spielplatz ""Großhaderner Str.""",,,Bolzplatz,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059129,"Spielplatz ""Walter-Hopf-Weg, Ecke Stiftsbogen""",48.120948971723735,11.489249406394203,1059130,Nein,Nein,Nein,Nein,"Spielplatz ""Walter-Hopf-Weg, Ecke Stiftsbogen""","Spielplatz ""Walter-Hopf-Weg, Ecke Stiftsbogen""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059131,"Spielplatz ""Stiftsbogen""",48.11982482617938,11.49537184199426,1059132,Nein,Nein,Nein,Nein,"Spielplatz ""Stiftsbogen""","Spielplatz ""Stiftsbogen""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059133,"Spielplatz ""Kurparkstraße, zur Maenherstr.""",48.12343601618914,11.498533422193951,1059134,Nein,Nein,Nein,Nein,"Spielplatz ""Kurparkstraße, zur Maenherstr.""","Spielplatz ""Kurparkstraße, zur Maenherstr.""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059135,"Spielplatz ""Westpark West, Am Jackl""",48.12126408513751,11.507903078218126,1059136,Nein,Nein,Nein,Nein,"Spielplatz ""Westpark West, Am Jackl""","Spielplatz ""Westpark West, Am Jackl""",,,Wasserspiel,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059137,"Spielplatz ""Westpark West, am Clematishügel (Hartplatz West)""",48.122115535003815,11.517834661596286,1059138,Nein,Nein,Nein,Nein,"Spielplatz ""Westpark West, am Clematishügel (Hartplatz West)""","Spielplatz ""Westpark West, am Clematishügel (Hartplatz West)""",,,"Bolzplatz
Rodelhügel",,"Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059139,"Spielplatz ""Westpark West, am Bayerwaldhaus (Festwiese West)""",48.121445602996054,11.514644140483664,1059140,Nein,Nein,Nein,Nein,"Spielplatz ""Westpark West, am Bayerwaldhaus (Festwiese West)""","Spielplatz ""Westpark West, am Bayerwaldhaus (Festwiese West)""",,,Rodelhügel,,Schulkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059141,"Spielplatz ""Westpark Ost, am Regenbogen""",48.12243469180261,11.52320452499436,1059142,Nein,Nein,Nein,Nein,"Spielplatz ""Westpark Ost, am Regenbogen""","Spielplatz ""Westpark Ost, am Regenbogen""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059143,"Spielplatz ""Westpark Ost, Heiterwanger Str.""",48.121620021555636,11.521936023422565,1059144,Nein,Nein,Nein,Nein,"Spielplatz ""Westpark Ost, Heiterwanger Str.""","Spielplatz ""Westpark Ost, Heiterwanger Str.""",,,Bodenschach,,"Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059145,"Spielplatz ""Westpark Ost, am Hopfengarten (Siegenburger Str.)""",48.12512087945327,11.526873720972352,1059146,Nein,Nein,Nein,Nein,"Spielplatz ""Westpark Ost, am Hopfengarten (Siegenburger Str.)""","Spielplatz ""Westpark Ost, am Hopfengarten (Siegenburger Str.)""",,,Sommerstockbahn,,"Kleinkinder
Schulkinder
Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059147,"Spielplatz ""Westpark Ost, Spielbach""",48.123061686307246,11.526946335747382,1059148,Nein,Nein,Nein,Nein,"Spielplatz ""Westpark Ost, Spielbach""","Spielplatz ""Westpark Ost, Spielbach""",,,Wasserspiel,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059149,"Spielplatz ""Westpark Ost, am Sardenhaus""",48.12307834688455,11.526623808193257,1059150,Nein,Nein,Nein,Nein,"Spielplatz ""Westpark Ost, am Sardenhaus""","Spielplatz ""Westpark Ost, am Sardenhaus""",,,,Tischtennis,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059151,"Spielplatz ""Westpark Ost, Spielzone Ost""",48.12303785169032,11.527712193799402,1059152,Nein,Nein,Nein,Nein,"Spielplatz ""Westpark Ost, Spielzone Ost""","Spielplatz ""Westpark Ost, Spielzone Ost""",,,"Bolzplatz
Rodelhügel
Wasserspiel",Tischtennis,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059153,"Spielplatz ""Martin-Behaim-Str., Ecke Welserstr.""",48.12239978846725,11.536677248798338,1059154,Nein,Nein,Nein,Nein,"Spielplatz ""Martin-Behaim-Str., Ecke Welserstr.""","Spielplatz ""Martin-Behaim-Str., Ecke Welserstr.""",,,Bolzplatz,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059155,"Spielplatz ""Preßburger Str., Westpark Südrand""",48.120271477227796,11.509228838672396,1059156,Nein,Nein,Nein,Nein,"Spielplatz ""Preßburger Str., Westpark Südrand""","Spielplatz ""Preßburger Str., Westpark Südrand""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059157,"Spielplatz ""Nothkaufplatz""",48.1176993302487,11.50085900229972,1059158,Nein,Nein,Nein,Nein,"Spielplatz ""Nothkaufplatz""","Spielplatz ""Nothkaufplatz""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059159,"Spielplatz ""Kornwegerstr.""",48.11508478772013,11.497311860155115,1059160,Nein,Nein,Nein,Nein,"Spielplatz ""Kornwegerstr.""","Spielplatz ""Kornwegerstr.""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059161,"Spielplatz ""Stahleckplatz""",48.113842484155676,11.49909670698236,1059162,Nein,Nein,Nein,Nein,"Spielplatz ""Stahleckplatz""","Spielplatz ""Stahleckplatz""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059163,"Spielplatz ""Am Brombeerschlag, Am Wiesenhang Ecke Platanenstr.""",48.11121047980846,11.483517528095637,1059164,Nein,Nein,Nein,Nein,"Spielplatz ""Am Brombeerschlag, Am Wiesenhang Ecke Platanenstr.""","Spielplatz ""Am Brombeerschlag, Am Wiesenhang Ecke Platanenstr.""",,,"Rodelhügel
Streetball",,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059165,"Spielplatz ""Am Waldrand""",48.10560843679187,11.487736187389022,1059166,Nein,Nein,Nein,Nein,"Spielplatz ""Am Waldrand""","Spielplatz ""Am Waldrand""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059167,"Spielplatz ""Waldgartenstr., Zöllerstr.""",48.10349046922357,11.482708584372434,1059168,Nein,Nein,Nein,Nein,"Spielplatz ""Waldgartenstr., Zöllerstr.""","Spielplatz ""Waldgartenstr., Zöllerstr.""",,,"Bolzplatz
Rodelhügel",,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1059169,"Spielplatz ""Altostr. 99, Ecke Allinger Str.""",48.16904521138256,11.41017720670338,1059170,Nein,Nein,Nein,Nein,"Spielplatz ""Altostr. 99, Ecke Allinger Str.""","Spielplatz ""Altostr. 99, Ecke Allinger Str.""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
